Food,MealType,DietType,Calories,Protein,Fat,Price
Upma + Chutney,Breakfast,Veg,239,6,14,74
Egg Biryani,Lunch,Non-Veg,691,23,17,174
Chappatti + Kurma,Dinner,Veg,413,15,13,82
Cheese Veg Burger,Fast Food,Veg,660,21,25,189
Tomato Rice,Lunch,Veg,409,6,17,115
Medu Vada + Sambar,Breakfast,Veg,327,11,10,50
Chicken Roll / Kathi Roll,Fast Food,Non-Veg,712,32,23,279
Fish Curry + Rice,Dinner,Non-Veg,482,45,17,149
Rava Dosai,Breakfast,Veg,364,10,9,117
Mutton Meals (Full),Lunch,Non-Veg,1096,60,44,343
Chicken Zinger Burger,Fast Food,Non-Veg,724,35,34,192
Tomato Rice,Dinner,Veg,349,8,9,73
Parotta + Mutton Salna,Lunch,Non-Veg,967,58,50,296
Paneer Roll,Snacks,Veg,491,26,19,143
Curd Rice + Pickle,Dinner,Veg,352,9,14,71
Egg Pongal,Breakfast,Non-Veg,423,28,18,144
Parotta + Chicken Salna,Lunch,Non-Veg,636,43,34,159
Samosa,Snacks,Veg,326,5,18,21
Parotta + Mutton Salna,Dinner,Non-Veg,973,46,44,329
Mango Juice,Breakfast,Veg,187,1,0,107
Paal Pongal,Breakfast,Veg,400,13,19,77
Coconut Rice,Lunch,Veg,518,7,13,111
Fresh Lemon Juice,Snacks,Veg,40,0,1,25
Veg Briyani,Lunch,Veg,489,13,18,180
Mango Juice,Breakfast,Veg,177,1,1,108
Fresh Sugarcane Juice,Snacks,Veg,101,1,1,41
Margherita Pizza,Fast Food,Veg,689,26,25,376
Keerai Dosai,Breakfast,Veg,316,7,10,102
Chappatti + Kurma,Dinner,Veg,485,11,10,118
Murukku,Snacks,Veg,297,8,21,39
Parotta + Veg Salna,Breakfast,Veg,530,13,36,123
Margherita Pizza,Fast Food,Veg,679,28,31,246
Filter Coffee,Breakfast,Veg,70,3,3,35
Mutton Biryani,Dinner,Non-Veg,958,51,38,438
Kadalai Mittai (Peanut Chikki),Snacks,Veg,224,8,11,19
Filter Coffee,Breakfast,Veg,46,3,6,33
Kottu Parotta (Chicken),Lunch,Non-Veg,724,51,31,292
Kottu Parotta (Chicken),Lunch,Non-Veg,566,54,26,228
Keerai Dosai,Breakfast,Veg,288,8,6,71
Veg Fried Rice,Fast Food,Veg,542,14,12,173
Chicken Puff,Snacks,Non-Veg,410,21,18,68
Fish Biryani,Lunch,Non-Veg,714,50,20,256
Mango Juice,Breakfast,Veg,197,3,2,68
Vada + Sambar,Snacks,Veg,330,10,20,56
Corn Chaat,Snacks,Veg,219,5,9,55
Peas Pulao + Raita,Lunch,Veg,512,15,16,165
Curd Rice + Pickle,Lunch,Veg,342,10,7,70
Sambar Rice,Lunch,Veg,364,14,6,89
Mutton Kuzhambu + Rice,Lunch,Non-Veg,702,43,25,388
Paniyaram + Chutney,Breakfast,Veg,404,11,18,96
Upma + Chutney,Breakfast,Veg,221,8,7,49
Mutton Biryani,Lunch,Non-Veg,891,56,32,305
Paneer Roll,Fast Food,Veg,456,20,25,170
Chicken Tikka Pizza,Fast Food,Non-Veg,942,46,46,566
Pongal + Chutney,Dinner,Veg,306,14,18,51
Chicken Momos,Fast Food,Non-Veg,328,29,22,139
Chettinad Chicken + Rice,Dinner,Non-Veg,556,55,19,172
Mutton Biryani,Dinner,Non-Veg,763,47,41,406
Mutton Biryani,Dinner,Non-Veg,1000,50,27,328
Chettinad Chicken + Rice,Dinner,Non-Veg,718,48,26,184
Egg Fried Rice,Fast Food,Non-Veg,501,31,24,228
Coconut Rice,Lunch,Veg,370,8,16,128
Lemon Rice,Lunch,Veg,464,10,15,111
Poori + Kurma,Breakfast,Veg,513,12,25,74
Medu Vada + Sambar,Breakfast,Veg,274,13,11,86
Egg Pongal,Breakfast,Non-Veg,403,20,14,95
Coconut Rice,Lunch,Veg,396,11,14,120
Idiyappam + Coconut Milk,Breakfast,Veg,344,7,7,90
Vada + Sambar,Snacks,Veg,272,12,11,60
Plain Dosai + Chutney,Dinner,Veg,208,8,14,63
Veg Momos,Fast Food,Veg,344,14,13,142
Fish Curry + Rice,Dinner,Non-Veg,618,35,15,120
Curd Rice + Pickle,Lunch,Veg,428,13,7,78
Egg Curry + Rice,Dinner,Non-Veg,439,25,26,124
Curd Rice + Pickle,Lunch,Veg,379,14,9,72
Prawn Biryani,Lunch,Non-Veg,688,60,19,474
Egg Puff,Snacks,Non-Veg,399,13,22,71
Curd Rice + Pickle,Lunch,Veg,327,11,9,93
Egg Biryani,Lunch,Non-Veg,682,23,15,236
Bonda + Chutney,Snacks,Veg,309,6,22,21
Upma + Chutney,Breakfast,Veg,306,5,9,87
Meals (Full Thali),Lunch,Veg,808,28,23,231
Chicken Burger,Fast Food,Non-Veg,466,40,18,255
Squid Fry + Rice,Lunch,Non-Veg,576,34,20,291
Kadalai Mittai (Peanut Chikki),Snacks,Veg,273,6,18,30
Kottu Parotta (Veg),Dinner,Veg,541,14,23,135
Aappam + Veg Stew,Dinner,Veg,428,9,14,97
Sugarcane Juice,Breakfast,Veg,106,2,0,37
Poriyal + Rice + Dal,Lunch,Veg,532,15,9,74
Chappatti + Kurma,Dinner,Veg,419,14,17,106
Aappam + Veg Stew,Dinner,Veg,382,7,7,161
Kottu Parotta (Veg),Lunch,Veg,541,17,24,163
Fish Biryani,Dinner,Non-Veg,870,50,23,235
Chicken Zinger Burger,Fast Food,Non-Veg,673,48,35,170
Fresh Lemon Juice,Snacks,Veg,78,0,0,50
Chettinad Chicken Curry + Rice,Lunch,Non-Veg,622,57,25,220
Tender Coconut Water,Snacks,Veg,53,1,0,68
Bonda + Chutney,Snacks,Veg,308,9,22,49
Masala Vada Pav,Fast Food,Veg,440,6,16,86
Chicken Noodles,Fast Food,Non-Veg,545,33,23,281
Squid Fry + Rice,Lunch,Non-Veg,562,47,14,271
Kottu Parotta (Chicken),Lunch,Non-Veg,562,52,26,215
Kozhukattai,Snacks,Veg,228,7,7,72
Chicken Zinger Burger,Fast Food,Non-Veg,617,43,29,315
Sundal (Kadala/Peas),Snacks,Veg,171,14,5,23
Chicken Lollipop,Snacks,Non-Veg,381,36,22,185
Egg Dosai,Breakfast,Non-Veg,336,19,21,127
Masala Vada Pav,Fast Food,Veg,391,6,19,64
Egg Curry + Rice,Dinner,Non-Veg,551,33,18,161
Pani Puri (TN Style),Snacks,Veg,223,6,8,56
Fresh Fruit Juice,Breakfast,Veg,143,1,1,45
Puttu + Kadala Curry,Breakfast,Veg,508,17,11,137
Idly (4 pcs) + Sambar + Chutney,Breakfast,Veg,401,12,10,60
Ghee Dosai,Breakfast,Veg,473,9,22,88
Chicken Noodles,Fast Food,Non-Veg,580,30,24,262
Meals (Full Thali),Lunch,Veg,875,30,23,121
Variety Rice (Festival Special),Lunch,Veg,423,15,21,86
Parotta + Mutton Salna,Lunch,Non-Veg,725,56,47,233
Idly + Chicken Kurma,Dinner,Non-Veg,480,33,24,121
Paal Pongal,Breakfast,Veg,383,14,10,115
Egg Fried Rice,Fast Food,Non-Veg,544,21,17,224
Coconut Rice,Lunch,Veg,396,10,12,115
Chicken Fried Rice,Fast Food,Non-Veg,615,40,20,151
Tamarind Rice (Puliyodharai),Lunch,Veg,342,9,11,97
Cheese Veg Burger,Fast Food,Veg,534,16,32,206
Mutton Meals (Full),Lunch,Non-Veg,803,54,48,367
Kozhukattai,Snacks,Veg,187,5,8,60
Parotta + Chicken Salna,Lunch,Non-Veg,629,48,27,228
Chicken Kadai + Idly,Breakfast,Non-Veg,471,43,14,227
Tender Coconut Water,Snacks,Veg,100,1,0,49
Kottu Parotta (Chicken),Dinner,Non-Veg,657,49,34,193
Fish Biryani,Lunch,Non-Veg,839,48,30,400
Plain Dosai + Chutney,Dinner,Veg,315,6,5,58
Chicken Puff,Snacks,Non-Veg,400,24,27,110
Bajji (Onion/Plantain),Snacks,Veg,200,5,13,64
Masala Dosai,Breakfast,Veg,287,9,18,125
Jigarthanda,Snacks,Veg,310,7,11,91
Idiyappam + Kurma,Dinner,Veg,391,12,15,146
Fish and Chips,Fast Food,Non-Veg,598,34,26,298
Chappatti + Kurma,Dinner,Veg,502,15,10,119
Sambar Rice,Lunch,Veg,386,14,6,102
Idiyappam + Kurma,Dinner,Veg,471,10,7,156
Corn Chaat,Snacks,Veg,241,4,7,48
Prawn Bajji,Snacks,Non-Veg,342,20,23,162
Pesarattu + Ginger Chutney,Dinner,Veg,333,13,11,80
Fresh Sugarcane Juice,Snacks,Veg,137,1,1,34
Fish Biryani,Lunch,Non-Veg,637,50,23,240
Masala Dosai,Breakfast,Veg,381,14,15,90
Chicken Biryani (Ambur Style),Lunch,Non-Veg,622,48,27,162
Margherita Pizza,Fast Food,Veg,734,19,22,480
Kottu Parotta (Chicken),Dinner,Non-Veg,610,44,22,223
Chicken Fried Rice,Fast Food,Non-Veg,625,34,21,206
Bread + Omelette,Breakfast,Veg,314,12,19,80
Chicken Meals (Full),Lunch,Non-Veg,953,41,31,192
Corn Chaat,Snacks,Veg,211,8,7,61
Kottu Parotta (Chicken),Dinner,Non-Veg,728,35,20,268
Chicken Biryani,Dinner,Non-Veg,822,48,29,279
Pongal + Sambar + Chutney,Breakfast,Veg,385,11,13,55
Vada + Sambar,Snacks,Veg,365,7,12,50
Mutton Meals (Full),Lunch,Non-Veg,1047,55,30,350
Parotta + Chicken Salna,Dinner,Non-Veg,817,46,27,162
Egg Puff,Snacks,Non-Veg,342,13,24,62
Sambar Rice,Lunch,Veg,377,19,13,85
Pongal + Chutney,Dinner,Veg,415,11,15,68
Bajji (Onion/Plantain),Snacks,Veg,227,9,10,36
Chicken Noodles,Fast Food,Non-Veg,556,42,22,279
Curd Rice + Pickle,Lunch,Veg,409,13,11,71
Keerai Dosai,Breakfast,Veg,255,9,11,77
Fresh Sugarcane Juice,Snacks,Veg,109,0,1,44
Chicken 65,Snacks,Non-Veg,492,33,29,125
Pani Puri (TN Style),Snacks,Veg,191,7,5,79
Samosa,Snacks,Veg,238,6,21,49
Chicken Lollipop,Snacks,Non-Veg,366,34,26,133
Veg Burger,Fast Food,Veg,490,18,26,188
Margherita Pizza,Fast Food,Veg,791,23,38,287
Egg Puff,Snacks,Non-Veg,334,16,24,51
Prawn Bajji,Snacks,Non-Veg,379,26,18,141
Tomato Rice,Lunch,Veg,414,8,11,61
Crab Curry + Rice,Lunch,Non-Veg,496,43,12,500
Omelette + Bread,Breakfast,Non-Veg,402,22,24,127
Jigarthanda,Snacks,Veg,447,7,11,130
Bonda + Chutney,Snacks,Veg,274,10,10,27
Chicken Tikka Pizza,Fast Food,Non-Veg,1060,49,34,460
Kozhukattai,Snacks,Veg,218,8,4,65
Curd Rice + Pickle,Lunch,Veg,437,14,9,83
Fresh Lemon Juice,Snacks,Veg,98,0,1,34
Mutton Biryani,Lunch,Non-Veg,827,44,27,384
Chappatti + Kurma,Dinner,Veg,387,14,10,129
Kottu Parotta (Mutton),Lunch,Non-Veg,912,56,28,302
Sambar Rice,Lunch,Veg,455,18,9,121
Sambar Rice,Dinner,Veg,455,16,14,126
Lemon Rice,Lunch,Veg,434,11,16,63
Sundal (Kadala/Peas),Snacks,Veg,193,8,6,54
Crab Curry + Rice,Lunch,Non-Veg,577,37,18,387
Chicken 65,Snacks,Non-Veg,386,38,18,125
Sugarcane Juice,Breakfast,Veg,115,0,0,30
Coconut Rice,Lunch,Veg,370,7,10,108
Veg Burger,Fast Food,Veg,421,11,15,101
Poha (Aval) + Chutney,Snacks,Veg,312,10,14,69
Paneer Roll,Fast Food,Veg,413,28,15,169
Parotta + Chicken Salna,Dinner,Non-Veg,675,35,22,166
Mutton Seekh Roll,Fast Food,Non-Veg,564,39,24,290
Meals (Light),Dinner,Veg,577,15,11,128
Upma + Chutney,Breakfast,Veg,215,6,6,53
Mango Juice,Breakfast,Veg,136,3,0,116
Murukku,Snacks,Veg,389,7,21,48
Veg Briyani,Lunch,Veg,610,17,21,122
Veg Fried Rice,Fast Food,Veg,432,11,12,170
Parotta + Chicken Salna,Dinner,Non-Veg,747,50,40,161
Idly (2 pcs) + Sambar + Chutney,Breakfast,Veg,190,8,4,65
Corn Chaat,Snacks,Veg,241,7,9,75
Masala Vada Pav,Fast Food,Veg,380,6,15,88
Chicken Puff,Snacks,Non-Veg,442,30,17,107
Mutton Seekh Roll,Fast Food,Non-Veg,559,51,23,369
Paneer Tikka Pizza,Fast Food,Veg,722,32,39,445
Mutton Seekh Roll,Fast Food,Non-Veg,750,46,29,239
Tender Coconut Water,Snacks,Veg,95,1,0,34
Curd Rice + Pickle,Dinner,Veg,344,14,12,87
Parotta + Mutton Salna,Lunch,Non-Veg,719,45,38,346
Chicken Roll / Kathi Roll,Fast Food,Non-Veg,676,48,22,265
Parotta + Veg Salna,Lunch,Veg,591,11,30,94
Parotta + Veg Salna,Dinner,Veg,525,11,20,147
Chicken Tikka Pizza,Fast Food,Non-Veg,844,52,42,477
Fish and Chips,Fast Food,Non-Veg,642,40,25,400
Mutton Kuzhambu + Rice,Lunch,Non-Veg,801,54,29,348
Prawn Bajji,Snacks,Non-Veg,315,26,28,98
Tomato Rice,Dinner,Veg,322,12,11,93
Bonda + Chutney,Snacks,Veg,278,5,10,36
Egg Fried Rice,Fast Food,Non-Veg,642,21,19,183
Parotta + Chicken Salna,Lunch,Non-Veg,738,47,30,202
Idly + Chicken Kurma,Dinner,Non-Veg,517,32,20,181
Chicken Roll / Kathi Roll,Fast Food,Non-Veg,561,38,15,273
Tomato Rice,Lunch,Veg,331,6,11,52
Nannari Sherbet,Breakfast,Veg,134,1,0,62
Fish Biryani,Lunch,Non-Veg,797,49,26,282
Chicken Biryani (Ambur Style),Lunch,Non-Veg,740,45,29,255
Prawn Biryani,Lunch,Non-Veg,854,55,34,483
Sugarcane Juice,Breakfast,Veg,89,1,1,47
Samosa,Snacks,Veg,339,5,15,25
Sambar Rice,Dinner,Veg,510,17,7,116
Parotta + Veg Salna,Breakfast,Veg,654,12,24,153
Veg Briyani,Lunch,Veg,670,14,13,122
Parotta + Veg Salna,Dinner,Veg,508,13,29,95
Aloo Bonda,Snacks,Veg,282,5,14,51
Peas Pulao + Raita,Lunch,Veg,565,15,15,166
Meals (Light),Dinner,Veg,480,16,15,83
Kottu Parotta (Veg),Lunch,Veg,487,14,14,179
Dosai + Chicken Curry,Dinner,Non-Veg,663,32,14,214
Paniyaram + Chutney,Breakfast,Veg,365,8,16,105
Cheese Veg Burger,Fast Food,Veg,570,21,26,199
Egg Dosai,Breakfast,Non-Veg,347,27,21,137
Masala Vada Pav,Fast Food,Veg,325,7,21,102
Paniyaram + Chutney,Breakfast,Veg,393,8,14,56
Fresh Fruit Juice,Breakfast,Veg,133,3,1,74
Chicken Momos,Fast Food,Non-Veg,423,25,17,181
Mutton Meals (Full),Lunch,Non-Veg,904,60,34,379
Keema Parotta,Breakfast,Non-Veg,554,36,28,151
Plain Dosai + Chutney,Breakfast,Veg,226,5,14,59
Kozhukattai,Snacks,Veg,282,6,6,48
Rava Dosai,Breakfast,Veg,309,5,13,81
Tomato Rice,Dinner,Veg,358,6,16,75
Egg Fried Rice,Fast Food,Non-Veg,584,28,12,182
Ghee Dosai,Breakfast,Veg,381,7,27,139
Variety Rice (Festival Special),Lunch,Veg,457,13,21,90
Sundal (Kadala/Peas),Snacks,Veg,213,10,7,48
Sugarcane Juice,Breakfast,Veg,111,1,1,33
Chicken 65,Snacks,Non-Veg,470,39,22,104
Peas Pulao + Raita,Lunch,Veg,473,16,14,155
Mutton Samosa,Snacks,Non-Veg,400,21,14,40
Chicken Meals (Full),Lunch,Non-Veg,862,48,25,225
Parotta + Mutton Salna,Dinner,Non-Veg,700,43,33,236
Kottu Parotta (Chicken),Dinner,Non-Veg,673,55,18,291
Egg Curry + Rice,Dinner,Non-Veg,491,24,26,134
Upma + Chutney,Breakfast,Veg,210,7,11,63
Poha (Aval) + Chutney,Snacks,Veg,218,8,6,61
Thaen Kaapi (Honey Coffee),Breakfast,Veg,75,1,4,59
Chicken Momos,Fast Food,Non-Veg,436,33,14,251
Meals (Full Thali),Lunch,Veg,995,25,21,246
Chicken Lollipop,Snacks,Non-Veg,413,27,25,175
Fish Fry + Rice,Lunch,Non-Veg,748,51,17,169
Poha (Aval) + Chutney,Snacks,Veg,207,6,9,73
Chicken Kadai + Idly,Breakfast,Non-Veg,424,39,22,178
Parotta + Veg Salna,Lunch,Veg,693,11,30,87
Pongal + Sambar + Chutney,Breakfast,Veg,347,15,10,78
Egg Biryani,Lunch,Non-Veg,669,24,20,212
Idly (2 pcs) + Sambar + Chutney,Breakfast,Veg,188,6,8,30
Parotta + Chicken Salna,Lunch,Non-Veg,707,37,30,140
Pongal + Sambar + Chutney,Breakfast,Veg,440,13,10,54
Paneer Roll,Fast Food,Veg,486,18,26,168
"Meals (Sambar, Rasam, Kootu, Rice, Papad, Pickle)",Lunch,Veg,686,21,9,119
Parotta + Mutton Salna,Lunch,Non-Veg,756,53,31,209
Coconut Rice,Lunch,Veg,484,10,20,89
Chicken Roll / Kathi Roll,Fast Food,Non-Veg,706,35,19,228
Parotta + Mutton Salna,Lunch,Non-Veg,955,52,42,209
Parotta + Veg Salna,Dinner,Veg,697,18,32,131
Kottu Parotta (Veg),Lunch,Veg,649,14,16,138
Chicken Fried Rice,Fast Food,Non-Veg,705,42,21,239
Mutton Kuzhambu + Rice,Lunch,Non-Veg,622,57,28,383
Onion Dosai,Breakfast,Veg,290,8,13,99
Chettinad Chicken + Rice,Dinner,Non-Veg,759,50,19,151
Chappatti + Kurma,Dinner,Veg,442,14,15,65
Pongal + Vada + Sambar,Dinner,Veg,402,12,16,107
Pesarattu + Ginger Chutney,Dinner,Veg,315,10,11,113
Chicken Burger,Fast Food,Non-Veg,527,40,28,197
Set Dosai + Sambar,Breakfast,Veg,314,11,14,102
Sundal (Kadala/Peas),Snacks,Veg,190,9,5,44
Crab Curry + Rice,Lunch,Non-Veg,663,48,23,483
Meals (Full Thali),Lunch,Veg,858,19,20,192
Corn Chaat,Snacks,Veg,251,4,8,44
Pesarattu + Ginger Chutney,Dinner,Veg,339,14,8,120
Fish and Chips,Fast Food,Non-Veg,772,40,26,379
Chicken Burger,Fast Food,Non-Veg,643,32,15,131
Tender Coconut Water,Snacks,Veg,91,2,1,68
Pongal + Vada + Sambar,Dinner,Veg,564,20,21,156
Egg Puff,Snacks,Non-Veg,265,18,16,47
Filter Coffee,Breakfast,Veg,114,1,3,22
Samosa,Snacks,Veg,340,5,11,59
Chicken Roll / Kathi Roll,Fast Food,Non-Veg,667,44,14,132
Pongal + Vada + Sambar,Dinner,Veg,547,14,17,151
Poori + Kurma,Breakfast,Veg,488,14,29,88
Prawn Masala + Rice,Lunch,Non-Veg,671,46,22,304
Chettinad Chicken Curry + Rice,Lunch,Non-Veg,608,50,18,258
Fish Biryani,Dinner,Non-Veg,779,41,20,276
Vada + Sambar,Snacks,Veg,294,9,21,67
Chappatti + Kurma,Dinner,Veg,383,18,18,81
Veg Burger,Fast Food,Veg,352,10,24,109
Parotta + Mutton Salna,Dinner,Non-Veg,777,38,30,309
Paneer Roll,Snacks,Veg,461,24,22,180
Chicken 65,Snacks,Non-Veg,399,41,28,143
Chappatti + Kurma,Breakfast,Veg,466,11,10,101
Chicken Lollipop,Snacks,Non-Veg,469,25,21,133
Lemon Rice,Lunch,Veg,388,6,16,103
Coconut Rice,Lunch,Veg,401,7,13,111
Masala Omelette + Parotta,Breakfast,Non-Veg,468,26,23,147
Chicken Tikka Pizza,Fast Food,Non-Veg,1071,34,33,502
Kadalai Mittai (Peanut Chikki),Snacks,Veg,249,10,16,32
Corn Chaat,Snacks,Veg,210,6,10,56
Fish Curry + Rice,Dinner,Non-Veg,584,36,17,254
Fish and Chips,Fast Food,Non-Veg,640,32,31,457
Chicken Roll / Kathi Roll,Fast Food,Non-Veg,581,48,18,191
Thaen Kaapi (Honey Coffee),Breakfast,Veg,84,2,6,59
Paneer Tikka Pizza,Fast Food,Veg,722,35,29,475
Chicken Momos,Fast Food,Non-Veg,360,23,10,222
Fish Biryani,Dinner,Non-Veg,610,48,22,205
Murukku,Snacks,Veg,253,8,22,28
Squid Fry + Rice,Lunch,Non-Veg,662,41,17,303
Filter Coffee,Breakfast,Veg,83,2,5,44
Fish Curry + Rice,Dinner,Non-Veg,639,50,20,230
Cheese Veg Burger,Fast Food,Veg,673,17,31,154
Fresh Sugarcane Juice,Snacks,Veg,148,1,1,49
Margherita Pizza,Fast Food,Veg,834,28,33,397
Fish Curry + Rice,Lunch,Non-Veg,657,35,15,233
Curd Rice + Pickle,Dinner,Veg,425,8,14,60
Filter Coffee,Breakfast,Veg,79,2,5,25
Kottu Parotta (Chicken),Lunch,Non-Veg,552,36,25,176
Set Dosai + Sambar,Breakfast,Veg,362,10,11,78
Chicken 65,Snacks,Non-Veg,382,39,17,206
Parotta + Mutton Salna,Lunch,Non-Veg,899,50,35,296
Keerai Dosai,Breakfast,Veg,359,6,12,51
Paneer Roll,Snacks,Veg,517,18,23,170
Prawn Masala + Rice,Dinner,Non-Veg,611,39,21,383
Fish and Chips,Fast Food,Non-Veg,783,29,35,381
Idiyappam + Coconut Milk,Breakfast,Veg,289,7,12,90
Puttu + Kadala Curry,Breakfast,Veg,431,18,13,116
Chicken Lollipop,Snacks,Non-Veg,474,27,26,161
Parotta + Veg Salna,Dinner,Veg,508,18,32,156
Murukku,Snacks,Veg,352,5,12,45
Fresh Fruit Juice,Breakfast,Veg,87,2,0,78
Curd Rice + Pickle,Dinner,Veg,353,8,14,87
Egg Dosai,Breakfast,Non-Veg,361,18,10,136
Veg Momos,Fast Food,Veg,307,11,8,169
Paneer Roll,Fast Food,Veg,495,18,26,150
Mutton Kuzhambu + Rice,Lunch,Non-Veg,778,56,29,364
Idiyappam + Coconut Milk,Breakfast,Veg,368,7,6,88
Jigarthanda,Snacks,Veg,359,11,14,84
Mutton Seekh Roll,Fast Food,Non-Veg,734,35,31,277
Fresh Lemon Juice,Snacks,Veg,76,0,0,46
Egg Pongal,Breakfast,Non-Veg,471,21,14,143
Keerai Dosai,Breakfast,Veg,221,6,6,75
Egg Dosai,Breakfast,Non-Veg,357,27,22,101
Chicken Lollipop,Snacks,Non-Veg,316,24,16,153
Meals (Light),Dinner,Veg,676,15,8,88
Rava Dosai,Breakfast,Veg,336,10,13,67
Paneer Tikka Pizza,Fast Food,Veg,814,29,36,489
Chicken Lollipop,Snacks,Non-Veg,354,24,24,237
Meals (Light),Dinner,Veg,680,13,15,78
Tamarind Rice (Puliyodharai),Lunch,Veg,454,10,8,63
Sambar Rice,Dinner,Veg,385,18,10,127
Chicken Puff,Snacks,Non-Veg,414,20,22,72
Chappatti + Kurma,Breakfast,Veg,514,13,11,92
Filter Coffee,Breakfast,Veg,80,3,6,55
Kottu Parotta (Chicken),Dinner,Non-Veg,800,47,32,225
Masala Dosai,Breakfast,Veg,286,10,8,98
Kottu Parotta (Chicken),Dinner,Non-Veg,795,45,29,173
Parotta + Chicken Salna,Lunch,Non-Veg,752,46,26,159
Coconut Rice,Lunch,Veg,380,9,12,103
Margherita Pizza,Fast Food,Veg,665,28,27,447
Fresh Lemon Juice,Snacks,Veg,53,1,1,45
Parotta + Chicken Salna,Lunch,Non-Veg,685,36,39,153
Veg Noodles,Fast Food,Veg,498,14,11,128
Kottu Parotta (Chicken),Dinner,Non-Veg,735,53,27,271
Mutton Biryani,Dinner,Non-Veg,700,56,28,274
Egg Fried Rice,Fast Food,Non-Veg,453,23,24,157
Coconut Rice,Lunch,Veg,497,9,21,78
Bonda + Chutney,Snacks,Veg,239,9,14,24
Prawn Bajji,Snacks,Non-Veg,350,18,22,162
Idly + Chicken Kurma,Dinner,Non-Veg,525,41,14,227
Chicken Fried Rice,Fast Food,Non-Veg,746,36,23,201
Masala Vada Pav,Fast Food,Veg,438,7,16,67
Kottu Parotta (Chicken),Dinner,Non-Veg,787,35,22,209
Parotta + Chicken Salna,Dinner,Non-Veg,759,33,31,154
Kottu Parotta (Veg),Lunch,Veg,653,12,20,118
Fish Curry + Rice,Lunch,Non-Veg,627,47,26,200
Fresh Fruit Juice,Breakfast,Veg,154,2,2,59
Chicken Zinger Burger,Fast Food,Non-Veg,564,42,37,306
Keerai Dosai,Breakfast,Veg,310,6,9,67
Kottu Parotta (Veg),Dinner,Veg,473,18,18,179
Fresh Sugarcane Juice,Snacks,Veg,148,0,1,58
Pongal + Vada + Sambar,Dinner,Veg,447,17,24,107
Sambar Rice,Lunch,Veg,375,12,10,65
Bread + Omelette,Breakfast,Veg,348,13,11,61
Chettinad Chicken + Rice,Dinner,Non-Veg,709,39,32,154
Aappam + Veg Stew,Dinner,Veg,435,8,16,131
Curd Rice + Pickle,Lunch,Veg,433,12,14,119
Variety Rice (Festival Special),Lunch,Veg,469,15,10,153
Dosai + Chicken Curry,Dinner,Non-Veg,645,40,25,218
Mutton Seekh Roll,Fast Food,Non-Veg,580,44,31,195
Fish Bajji,Snacks,Non-Veg,390,26,15,110
Aloo Bonda,Snacks,Veg,295,8,21,56
Cheese Veg Burger,Fast Food,Veg,614,16,21,252
Fresh Fruit Juice,Breakfast,Veg,144,1,0,41
Chicken Biryani (Ambur Style),Lunch,Non-Veg,691,53,22,262
Dosai + Chicken Curry,Dinner,Non-Veg,499,35,20,132
Fish Biryani,Dinner,Non-Veg,621,44,21,250
Parotta + Mutton Salna,Dinner,Non-Veg,939,40,39,313
Samosa,Snacks,Veg,267,8,12,40
Keerai Dosai,Breakfast,Veg,264,11,12,68
Fish and Chips,Fast Food,Non-Veg,800,39,34,257
Fish Bajji,Snacks,Non-Veg,416,20,20,127
Paneer Roll,Fast Food,Veg,502,21,17,235
Rava Dosai,Breakfast,Veg,262,8,15,104
Paal Pongal,Breakfast,Veg,449,8,14,65
Poha (Aval) + Chutney,Snacks,Veg,254,10,8,38
Parotta + Veg Salna,Lunch,Veg,604,10,32,99
Veg Momos,Fast Food,Veg,331,14,14,156
Chicken Lollipop,Snacks,Non-Veg,457,36,14,182
Chicken Tikka Pizza,Fast Food,Non-Veg,921,49,47,656
Keerai Dosai,Breakfast,Veg,236,9,14,94
Mutton Samosa,Snacks,Non-Veg,312,24,16,72
Fish Bajji,Snacks,Non-Veg,292,18,23,75
Thengai Paal Dosai,Breakfast,Veg,315,10,16,103
Parotta + Chicken Salna,Dinner,Non-Veg,719,36,35,205
Poha (Aval) + Chutney,Snacks,Veg,277,10,8,66
Fresh Lemon Juice,Snacks,Veg,43,0,0,43
Parotta + Veg Salna,Breakfast,Veg,598,14,31,110
Masala Vada Pav,Fast Food,Veg,369,8,13,105
Margherita Pizza,Fast Food,Veg,689,18,31,340
Corn Chaat,Snacks,Veg,292,6,6,61
Masala Vada Pav,Fast Food,Veg,347,8,16,113
Poriyal + Rice + Dal,Lunch,Veg,573,16,6,102
Idiyappam + Kurma,Dinner,Veg,417,8,11,84
Fish Curry + Rice,Lunch,Non-Veg,589,32,25,153
Parotta + Veg Salna,Breakfast,Veg,679,11,30,87
Chettinad Chicken + Rice,Dinner,Non-Veg,665,42,23,255
Curd Rice + Pickle,Dinner,Veg,301,10,14,55
Pongal + Vada + Sambar,Dinner,Veg,485,13,26,84
Parotta + Chicken Salna,Lunch,Non-Veg,734,43,39,176
Chappatti + Kurma,Dinner,Veg,508,12,8,84
Veg Noodles,Fast Food,Veg,485,9,17,195
Fish and Chips,Fast Food,Non-Veg,780,29,27,329
Mutton Kuzhambu + Rice,Lunch,Non-Veg,839,54,24,388
Rose Milk,Snacks,Veg,213,6,8,64
Kottu Parotta (Chicken),Lunch,Non-Veg,729,48,22,284
Chicken Biryani (Dindigul Style),Lunch,Non-Veg,698,46,22,203
Ven Pongal,Breakfast,Veg,355,15,14,68
